Sample_Number,DAT,time,fan,co2,heater,window1,window2,curtain1,curtain2,curtain3,side_curtain,in_temp,in_hum,in_co2,out_temp,out_hum,solar_rad,wind_speed,wind_direction,rain_sensor,crown_diameter,petiole_length,leaf_count,leaf_length,leaf_width,fruit_count,plant_height,flower_count,numbers of plant
1,16,3:20:00,0,0,0,0,0,0,0,0,0,18.54000015,72.23,516.35,17.20000076,83.44,0.91,0,91.05,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,3:30:00,0,0,0,0,0,30,30,0,0,18.57000027,72.19,516.05,17.20000076,83.69,0.53,0,91.1,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,3:40:00,0,0,0,0,0,0,0,0,0,18.54000015,72.13,516.76,17.20000076,84.44,0.3,0,88.94,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,3:50:00,0,0,0,0,0,30,30,0,0,18.5,72.24,517.26,17.20000076,85.22,0.56,0.02,70.79,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,4:00:00,0,0,0,0,0,0,0,0,0,18.5,72.51,515.65,17.20000076,85.94,1.44,0.02,53.65,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,4:10:00,0,0,0,0,0,30,30,0,0,18.51000004,72.85,511.9,17.23000031,86.26,1.3,0,53,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,4:20:00,0,0,0,0,0,0,0,0,0,18.5,73.32,505.7,17.28999939,87.94,1.04,0,55.4,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,4:30:00,0,0,0,0,0,30,30,0,0,18.5,73.91,497.9,17.22000046,89.84,0.79,0,53.2,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,4:40:00,0,0,0,0,0,0,0,0,0,18.40999966,74.54,492.55,17.20000076,90.27,0.94,0.04,52.85,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,4:50:00,0,0,0,0,0,30,30,0,0,18.27999954,75.04,489.05,17.08000031,89.92,0.8,0.04,50.3,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,5:00:00,0,0,1,0,0,0,0,0,0,18.15000057,75.1,486.7,17.09000034,89.1,0.4,0,43.45,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,5:10:00,0,0,1,0,0,50,50,0,0,18.10000038,74.9,484.85,17.19000072,88.46,0.4,0,158.15,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,5:20:00,0,0,1,0,0,50,50,0,0,18.09000034,74.8,482.19,17.14000053,88.32,0.17,0,183.04,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,5:30:00,1,0,1,0,0,50,50,0,0,17.96999989,74.71,480.49,17.03000011,88.14,0.3,0,109.09,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,5:40:00,1,0,1,0,0,50,50,0,0,17.84999943,74.69,479,17.02000008,88.18,0.41,0.02,154.55,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,5:50:00,1,0,1,0,0,50,50,0,0,17.85999947,74.72,478.4,17.28999977,88.31,0.57,0.02,199.35,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,6:00:00,1,0,1,0,0,70,100,0,0,17.98999996,74.7,478.5,17.39999962,88.02,0.44,0,215,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,6:10:00,1,0,1,0,0,70,100,0,0,18.14000053,74.63,480.15,17.39999962,87.45,0.67,0.02,185.7,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,6:20:00,1,0,1,0,0,70,100,0,0,18.22000046,74.48,480.9,17.41999969,86.76,0.82,0.02,113.3,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,6:30:00,1,0,1,0,0,70,100,0,100,18.47999992,74.41,478.25,17.67999992,86.5,1.04,0,72.3,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,6:40:00,1,0,1,0,0,70,100,0,100,18.85999985,74.48,477,17.93999977,87,1.3,0,73.95,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,6:50:00,1,0,1,0,0,70,100,0,100,19.26000004,74.46,478.11,18.17000046,86.78,1.81,0,77.14,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,7:00:00,1,0,1,0,0,70,100,60,100,19.63000011,74.44,478.33,18.49999981,86.76,4.67,0,83.89,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,7:10:00,1,0,1,0,0,70,100,100,100,20.12999992,74.6,478.92,19.01000004,87.76,10.43,0,86.85,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,7:20:00,1,0,1,0,0,70,100,100,100,20.72000008,74.8,479.75,19.46000004,88.48,16.98,0,86.4,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,7:30:00,1,0,1,0,0,70,100,100,100,21.32999992,74.93,480,19.82999973,88.48,27.6,0,84.05,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,7:40:00,1,0,1,0,0,70,100,100,100,21.73999996,75.02,481.45,19.97999992,87.81,45.78,0.13,76.34,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,7:50:00,1,0,1,0,0,70,100,100,100,22.25,74.9,482.25,20.36000004,86,74.53,0.13,73.78,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,8:00:00,1,0,1,0,0,70,100,100,100,22.77000008,74.4,482.85,20.9,83.82,108.35,0,76.95,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,8:10:00,1,0,1,0,0,70,100,100,100,23.4,73.58,482.76,21.36999989,81.59,135.44,0,76.94,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,8:20:00,1,0,1,0,0,70,100,100,100,23.86999989,72.29,482.72,22.01000004,77.96,160.94,0,76.8,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,8:30:00,1,0,1,0,0,70,100,100,100,24.36000004,70.38,481.9,22.63999958,74.59,187.85,0,76.7,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,8:40:00,1,0,1,40,40,70,100,100,0,24.59000034,68.1,477.9,22.78999996,72.76,216.72,0,88.7,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,8:50:00,1,0,1,40,40,70,100,100,0,24.25,65.44,470.55,22.60000038,70.06,243.99,0.26,152.18,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,9:00:00,1,0,1,0,0,70,100,100,0,24.28000031,61.76,456.35,22.73999996,66.05,273.36,0.45,247.03,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,9:10:00,1,0,1,0,0,100,100,100,0,25.58999996,58.47,440.9,23.7,63.97,307.73,0.71,282.3,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,9:20:00,1,0,0,30,30,100,100,100,20,26.53999996,56.52,431.9,23.81000004,63.18,341.48,0.86,226.5,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,9:30:00,1,0,0,30,30,70,100,100,20,26.32000008,54.17,429.3,24.38999996,59.7,363.22,0.96,190.3,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,9:40:00,1,0,0,70,70,70,100,100,50,25.71000023,51.86,427.7,24.45000019,54.7,386.35,0.96,213.4,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,9:50:00,1,0,0,70,70,70,100,100,50,26.24999981,50.39,425,24.73999996,52.54,417.72,0.52,248.8,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,10:00:00,1,0,0,100,100,70,100,100,0,26.34999943,49.14,426.4,24.22000027,53.11,389.98,0.58,275.7,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,10:10:00,1,0,0,100,100,10,100,100,0,26.96000042,48.15,427.15,24.41000023,53.84,226.26,1.11,236.15,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,10:20:00,1,0,0,100,100,0,100,100,0,27.26000004,47.56,426.25,24.80999966,52.05,102.88,1.26,236.25,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,10:30:00,1,0,0,100,100,0,100,100,0,27.34999943,46.66,427.97,25.14000015,48.2,102.03,1.12,266.33,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,10:40:00,1,0,0,100,100,0,100,100,0,27.75999985,44.6,426.52,24.86999989,41.53,100.9,1.18,247.24,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,10:50:00,1,0,0,100,100,0,100,100,0,27.77999973,43.42,422.9,25.46000004,38.38,248.73,1.1,253.05,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,11:00:00,1,0,0,100,100,0,100,100,0,27.71000004,43.44,421.35,26.01999969,40.37,469.6,0.96,260.55,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,11:10:00,0,0,0,100,100,0,100,100,0,28.07000027,42.92,422.35,26.15999985,39.34,548.72,1.2,255.9,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,11:20:00,0,0,0,100,100,0,100,100,0,28.03000011,42.58,423.49,26.48999977,35.88,560.24,1.32,265.34,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,11:30:00,0,0,0,100,100,0,100,100,0,27.91999989,42.26,420.69,26.4,35.23,566.99,1.16,280.03,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,11:40:00,0,0,0,100,100,0,100,100,0,28.55999985,41.9,421.25,26.77000008,36.35,582.85,1.3,279.55,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,11:50:00,0,0,0,100,100,0,100,100,0,28.8699995,41.89,423.35,26.3,34.46,598.48,1.28,274.85,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,12:00:00,0,0,0,100,100,0,100,100,0,29.51000004,41.8,421.7,26.91000004,34.38,599.72,1.06,274.3,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,12:10:00,0,0,0,100,100,0,100,100,0,29.64000053,41.68,422.15,27.23999996,35.64,604.48,1.33,266.55,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,12:20:00,0,0,0,100,100,0,100,100,0,29.62000046,42.19,425.95,27.18000011,35.56,603.6,1.34,260,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,12:30:00,0,0,0,100,100,0,100,100,0,29.66000061,43.02,428.2,26.98000011,35.89,595.22,1.13,266.65,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,12:40:00,0,0,0,100,100,0,100,100,0,29.56000023,43.01,428.5,27.16999989,35.98,587.35,1,252.8,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,12:50:00,0,0,0,100,100,0,100,100,0,29.27999992,42.87,427.9,26.82000008,36.34,575.4,1.08,218.62,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,13:00:00,0,0,0,100,100,0,100,100,0,29.12000046,43.21,427.1,27.30000038,37.56,568.78,1.44,237.42,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,13:10:00,0,0,0,100,100,0,100,100,0,29.24000015,43.71,426.9,26.74999981,38.42,563.98,1.36,270.95,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,13:20:00,0,0,0,100,100,0,100,100,0,29.07000027,43.82,426.64,27.57999992,38.14,555.57,1.3,253.8,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,13:30:00,0,0,0,100,100,0,100,100,0,29.03000011,43.9,427.04,27.58000011,37.52,545.19,1.16,247.2,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,13:40:00,0,0,0,100,100,0,100,100,0,29.09000034,44.14,428.35,27.46000004,37.16,532.1,1.08,241.7,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,13:50:00,0,0,0,100,100,0,100,100,100,29.01000004,44.02,431.2,27.43000011,36.43,522.48,1.34,230.7,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,14:00:00,0,0,0,100,100,60,100,100,100,29.1300005,43.99,433.72,27.56999989,34.71,513.07,1.22,234.6,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,14:10:00,0,0,0,100,100,70,100,100,100,28.98999996,43.6,434.42,28.23000011,31.18,499.07,1.03,227.4,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,14:20:00,0,0,0,100,100,70,100,100,100,28.74999962,42.82,433.35,27.51000004,28.7,493.6,1.37,228.75,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,14:30:00,0,0,0,100,100,70,100,100,100,28.42999973,42.18,432.05,27.19000015,28.6,497.85,1.24,242.4,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,14:40:00,0,0,0,70,70,70,100,100,100,28.27999973,41.63,431.9,27.28000011,28.01,464.72,0.64,242.65,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,14:50:00,0,0,0,70,70,70,100,100,100,28.08000031,41.6,432.28,27.47000008,28.6,403.17,0.94,241.55,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,15:00:00,0,0,0,70,70,70,100,100,100,28.01000004,42.12,433.44,28.27000008,30.92,365.17,1.28,235.1,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,15:10:00,0,0,0,70,70,70,100,100,100,28.36000004,43.32,434.4,27.97999992,33.53,337.6,1.21,219.7,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,15:20:00,1,0,0,70,70,70,100,100,100,29.06000023,44.74,435.08,27.76999989,34.65,304.2,1.04,262.38,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,15:30:00,1,0,0,30,30,70,100,100,100,28.82000027,45.66,436.03,28.22999973,34.47,271.82,0.67,271.93,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,15:40:00,1,0,1,30,30,70,100,100,100,28.73000031,46.24,437.1,27.7,35.28,239.48,0.66,271.6,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,15:50:00,1,0,0,30,30,100,100,100,100,28.69000034,47.04,437.46,27.41000004,37.72,207.2,0.96,273.56,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,16:00:00,1,0,0,70,70,100,100,100,0,28.57000027,48.5,437.91,27.50000019,40.74,173.94,0.98,235.66,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,16:10:00,1,0,1,60,60,100,100,100,0,28.75999985,50.26,438.55,27.63000011,43.94,141.48,1,242.55,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,16:20:00,1,0,0,60,60,70,100,100,0,28.54000015,52.06,439.53,27.49000015,47.24,112.9,0.9,272.78,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,16:30:00,1,0,0,30,30,70,100,100,0,28.39999962,53.88,440.98,27.65999985,49.92,84.16,0.88,280.33,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,16:40:00,1,0,1,30,30,70,100,100,0,28.04000015,55.33,442.55,27.06999989,52.4,50.22,1.18,261.45,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,16:50:00,1,0,0,30,30,70,100,100,0,27.58999996,56.77,447.35,26.66999989,54.68,24.78,1.02,257.56,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,17:00:00,1,0,0,0,0,70,100,50,100,26.77000027,58.5,453.45,26.08999996,56.84,14.9,1.1,280.16,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,17:10:00,1,0,0,0,0,70,100,50,100,26.31000004,60.16,458.78,25.93999977,58.63,7.68,1.1,283.56,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,17:20:00,1,0,0,0,0,70,100,50,100,25.65,61.71,464.24,25.37000008,60.03,2.8,0.63,272.96,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,17:30:00,1,0,0,0,0,70,100,50,100,25.01000004,62.98,468.2,24.92000027,61.41,1.06,0.32,239.15,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,17:40:00,1,0,1,0,0,70,100,50,100,24.2,63.9,469.75,23.98000011,62.77,2.06,0.52,226.25,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,17:50:00,1,0,0,0,0,70,100,50,100,23.57000008,64.96,466.85,23.43999977,63.87,2.06,0.63,235.85,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,18:00:00,1,0,0,0,0,70,100,50,100,23.23999996,65.98,462.6,23.18999996,64.94,0.78,0.28,230.2,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,18:10:00,1,0,0,0,0,70,100,50,100,22.95999985,66.76,461.35,22.88999977,66.34,0.78,0.1,244.3,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,18:20:00,1,0,0,0,0,70,100,50,100,22.73000011,67.65,460.46,22.65000057,68.18,0.42,0.1,201.64,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,18:30:00,1,0,0,0,0,70,100,50,100,22.53000011,68.18,461.61,22.51000004,69.44,0.42,0.11,126.89,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,18:40:00,1,0,1,0,0,70,100,50,100,22.23999996,68.54,465.85,22.23000011,70.33,0.4,0.1,80.05,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,18:50:00,1,0,1,0,0,70,100,50,100,21.86999989,69.19,469.2,21.98999996,71.56,0.4,0.09,78.95,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,19:00:00,1,0,0,0,0,50,50,50,100,21.45999985,69.82,472.15,21.51000004,73.24,1.79,0.02,84.1,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,19:10:00,1,0,0,0,0,50,50,50,100,21.12000027,70.5,473.92,21.02999992,75.06,1.41,0,80.59,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,19:20:00,1,0,0,0,0,50,50,50,100,20.79999981,71.21,472.96,20.45,75.95,0.18,0.02,80.78,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,19:30:00,1,1,1,0,0,50,50,50,100,20.57000027,71.9,471.9,20.04000015,76.74,0.44,0.02,76.6,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,19:40:00,1,1,1,0,0,30,30,20,100,20.41999969,72.5,471,19.78999996,77.9,0.3,0.06,78.45,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,19:50:00,1,1,1,0,0,70,70,70,100,20.25999985,73.06,469.76,19.55000019,78.86,0.19,0.06,67.83,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,20:00:00,0,0,0,0,0,100,100,10,0,20.1300005,73.57,467.96,19.18000011,79.28,0.68,0.02,67.93,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,20:10:00,0,0,0,0,0,100,100,0,0,19.96999989,74.06,466.52,18.91999969,79.79,0.95,0.07,64.82,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,20:20:00,0,0,0,0,0,100,100,0,0,19.83999939,74.62,464.02,18.93999977,80.85,0.57,0.14,60.36,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,20:30:00,0,0,0,0,0,100,100,0,0,19.70000057,75.06,461,18.82999954,82.26,0.54,0.08,71.5,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,20:40:00,1,1,1,0,0,100,100,0,0,19.61000042,75.31,460.95,18.62000046,83.4,0.78,0,89.85,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,20:50:00,1,0,0,0,0,100,100,0,0,19.54000015,75.71,463.24,18.44999981,84.05,0.73,0,105.55,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,21:00:00,0,0,0,0,0,100,100,0,0,19.51000004,76.04,465.94,18.45999985,84.94,0.61,0.02,108.6,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,21:10:00,0,0,0,0,0,100,100,0,0,19.60000038,76.28,467.65,18.47999992,85.18,0.28,0.02,103.5,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,21:20:00,0,0,0,0,0,100,100,0,0,19.61000042,76.62,467.8,18.38999958,85.28,0.02,0.03,99.2,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,21:30:00,0,0,0,0,0,100,100,0,0,19.54000015,76.99,465,18.27999992,85.74,0.65,0.08,81.65,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,21:40:00,0,0,0,0,0,100,100,0,0,19.20000019,77.37,462.45,18.04000015,86.25,0.92,0.04,77.75,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,21:50:00,0,0,0,0,0,100,100,0,0,19.17000065,77.6,461.95,18.02000008,86.61,0.28,0.08,72.55,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,22:00:00,0,0,0,0,0,100,100,0,0,19.20000076,77.75,461.25,17.80999947,86.98,0.54,0.1,57.35,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,22:10:00,0,0,0,0,0,100,100,0,0,19.20000076,77.78,462.24,17.68000011,87.38,0.55,0.1,61.64,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,22:20:00,0,0,0,0,0,100,100,0,0,19.12000046,77.88,464.95,17.55000019,87.76,0.87,0.27,57,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,22:30:00,0,0,0,0,0,100,100,0,0,19.10000038,78.04,466.48,17.40999966,88.4,1.35,0.21,60.12,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,22:40:00,0,0,0,0,0,100,100,0,0,19,78.26,466.18,17.44999981,88.8,1.14,0.05,59.26,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,22:50:00,0,0,0,0,0,100,100,0,0,18.93999977,78.55,465.85,17.46999989,89.2,1.17,0.04,66.9,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,23:00:00,0,0,0,0,0,100,100,0,0,18.82999935,78.66,465.25,17.21000004,89.92,0.66,0.05,90.45,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,23:10:00,0,0,0,0,0,100,100,0,0,18.71000061,78.74,463.95,17.02000008,90.76,0.29,0.04,99.5,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,23:20:00,0,0,0,0,0,100,100,0,0,18.6300005,79,463.25,16.94999981,90.9,0.17,0,99.31,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,23:30:00,0,0,0,0,0,100,100,0,0,18.60000038,79.15,463.4,17.02000008,90.6,0.16,0.06,74.06,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,23:40:00,1,0,0,0,0,60,60,0,0,18.60000038,79.08,466.45,17,90.3,0.55,0.1,49.05,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
1,16,23:50:00,1,0,0,0,0,40,40,0,0,18.60000038,79.17,470.75,17.02000008,90.07,0.8,0.06,49.95,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
2,17,0:00:00,0,0,0,0,0,0,0,0,0,18.66000061,79.38,472.85,17.16000061,90.56,0.94,0.05,54.2,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
2,17,0:10:00,0,0,0,0,0,50,50,0,0,18.70000076,79.34,473.25,17.26999989,91.12,1.31,0.02,61.4,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
2,17,0:20:00,0,0,0,0,0,30,30,0,0,18.75999985,79.38,471.71,17.26999969,91.5,1.35,0,65.21,0,1.55,12.4,4,9.4,8.1,0,11.21,0,600
